usage_id,usage_date,usage_ts,subscription_id,resource_group_id,service_id,resource_name,meter_name,region,usage_quantity,unit_price,cost_amount,currency,pricing_model,environment,source_system,created_at,updated_at
1978,2026-04-11,2026-04-11 12:17:42,2,4,7,log-list-728,Data Retention GB,westeurope,378.2984,2.346711,887.757,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1979,2026-04-11,2026-04-11 15:50:48,3,5,4,dbr-friend-995,All Purpose Compute DBU,westeurope,156.3915,0.839483,131.288,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1980,2026-04-11,2026-04-11 03:20:00,2,2,5,sqldb-very-559,General Purpose vCore Hours,westeurope,413.0694,0.257553,106.3873,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1981,2026-04-11,2026-04-11 18:13:31,3,5,5,sqldb-maintain-730,Storage GB,westeurope,69.4214,1.387464,96.3197,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1982,2026-04-11,2026-04-11 14:07:29,3,5,4,dbr-staff-927,Jobs Compute DBU,westeurope,445.2935,0.506588,225.5803,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1983,2026-04-11,2026-04-11 00:13:50,2,5,4,dbr-energy-814,Jobs Compute DBU,westeurope,425.6371,0.602863,256.6009,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1984,2026-04-11,2026-04-11 08:00:01,1,4,5,sqldb-without-525,General Purpose vCore Hours,westeurope,235.0871,0.105488,24.7989,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1985,2026-04-11,2026-04-11 18:59:26,3,5,2,storage-fast-372,Read Operations,westeurope,205.7094,0.101522,20.884,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1986,2026-04-11,2026-04-11 14:51:22,1,4,3,adf-power-626,Data Movement Hours,westeurope,293.6153,0.046966,13.7899,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1987,2026-04-11,2026-04-11 18:47:31,2,1,6,eventhub-must-996,Ingress Events,westeurope,468.6431,0.298542,139.9096,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1988,2026-04-11,2026-04-11 13:29:25,2,4,5,sqldb-financial-269,General Purpose vCore Hours,westeurope,138.9528,0.267923,37.2287,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1989,2026-04-11,2026-04-11 04:52:40,3,5,7,log-me-497,Data Retention GB,westeurope,160.8961,0.846989,136.2772,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1990,2026-04-11,2026-04-11 21:14:03,2,2,7,log-always-381,Data Retention GB,westeurope,375.107,1.685556,632.2639,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1991,2026-04-11,2026-04-11 11:03:37,3,1,4,dbr-truth-530,Jobs Compute DBU,westeurope,438.6169,0.260199,114.1277,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1992,2026-04-11,2026-04-11 20:55:03,1,1,4,dbr-vote-412,All Purpose Compute DBU,westeurope,330.1914,0.571971,188.8599,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1993,2026-04-11,2026-04-11 20:22:43,2,2,3,adf-story-145,Pipeline Activity Runs,westeurope,499.7969,0.028175,14.0818,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1994,2026-04-11,2026-04-11 08:34:14,1,2,6,eventhub-none-367,Ingress Events,westeurope,130.6442,0.284633,37.1857,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1995,2026-04-11,2026-04-11 01:36:10,2,1,5,sqldb-song-336,Storage GB,westeurope,102.9913,1.227538,126.4257,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1996,2026-04-11,2026-04-11 23:59:45,1,4,2,storage-end-273,Read Operations,westeurope,359.8668,0.071284,25.6527,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1997,2026-04-11,2026-04-11 01:11:39,1,1,3,adf-tend-426,Data Movement Hours,westeurope,405.5713,0.039774,16.1312,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1998,2026-04-11,2026-04-11 18:48:19,1,5,3,adf-vote-163,Data Movement Hours,westeurope,204.2623,0.018977,3.8763,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
1999,2026-04-11,2026-04-11 18:31:06,3,1,4,dbr-movie-623,All Purpose Compute DBU,westeurope,157.5958,0.515498,81.2403,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2000,2026-04-11,2026-04-11 06:32:30,3,1,2,storage-floor-223,Write Operations,westeurope,130.5327,0.038948,5.084,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2001,2026-04-11,2026-04-11 17:01:14,2,2,7,log-subject-971,Data Retention GB,westeurope,84.2413,2.278126,191.9123,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2002,2026-04-11,2026-04-11 05:29:46,3,3,2,storage-set-599,Read Operations,northeurope,19.4643,0.061919,1.2052,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2003,2026-04-11,2026-04-11 13:07:03,3,3,2,storage-camera-968,Hot LRS Data Stored,northeurope,189.2365,0.059457,11.2514,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2004,2026-04-11,2026-04-11 01:10:15,3,2,3,adf-something-350,Data Movement Hours,westeurope,30.0753,0.044629,1.3422,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2005,2026-04-11,2026-04-11 03:19:07,1,2,2,storage-your-350,Hot LRS Data Stored,westeurope,45.1885,0.112843,5.0992,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2006,2026-04-11,2026-04-11 01:56:58,1,5,7,log-career-810,Data Retention GB,westeurope,102.9535,2.150437,221.395,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2007,2026-04-11,2026-04-11 06:47:52,3,1,4,dbr-sometimes-765,Jobs Compute DBU,westeurope,17.6484,0.825974,14.5771,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2008,2026-04-11,2026-04-11 11:39:04,1,1,4,dbr-student-818,Jobs Compute DBU,westeurope,255.5081,0.858365,219.3192,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.858089
2009,2026-04-11,2026-04-11 21:14:23,2,4,1,vm-save-308,D8s v5 VM Hours,westeurope,317.8859,0.302447,96.1436,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.858089,2026-05-05 15:38:47.859090
2010,2026-04-11,2026-04-11 03:33:37,1,5,6,eventhub-best-756,Standard Throughput Unit,westeurope,401.0778,0.197877,79.3641,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2011,2026-04-11,2026-04-11 05:45:11,1,2,1,vm-western-679,D8s v5 VM Hours,westeurope,481.0879,1.150861,553.6653,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2012,2026-04-11,2026-04-11 12:22:47,3,1,7,log-subject-392,Data Ingestion GB,westeurope,343.8003,1.744409,599.7283,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2013,2026-04-11,2026-04-11 12:02:18,2,4,6,eventhub-art-617,Standard Throughput Unit,westeurope,76.0803,0.155997,11.8683,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2014,2026-04-11,2026-04-11 09:56:26,1,5,1,vm-choose-134,D8s v5 VM Hours,westeurope,94.5124,1.046907,98.9457,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2015,2026-04-11,2026-04-11 03:40:32,1,2,2,storage-accept-715,Hot LRS Data Stored,westeurope,97.8737,0.105388,10.3147,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2016,2026-04-11,2026-04-11 20:34:06,3,2,1,vm-seven-149,D4s v5 VM Hours,westeurope,484.3114,0.266551,129.0937,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2017,2026-04-11,2026-04-11 14:19:51,1,2,3,adf-ability-296,Data Movement Hours,westeurope,206.2409,0.044161,9.1078,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2018,2026-04-11,2026-04-11 18:07:53,3,5,3,adf-build-739,Data Movement Hours,westeurope,129.226,0.024669,3.1879,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2019,2026-04-11,2026-04-11 09:18:52,3,4,4,dbr-teacher-365,All Purpose Compute DBU,westeurope,445.3067,0.317633,141.4441,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2020,2026-04-11,2026-04-11 17:13:38,1,1,3,adf-through-745,Pipeline Activity Runs,westeurope,416.5044,0.035598,14.8267,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2021,2026-04-11,2026-04-11 00:13:06,1,1,6,eventhub-nice-331,Ingress Events,westeurope,147.3913,0.085596,12.6161,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2022,2026-04-11,2026-04-11 07:28:42,2,4,2,storage-plant-398,Read Operations,westeurope,275.0235,0.128041,35.2143,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2023,2026-04-11,2026-04-11 10:03:27,1,2,1,vm-figure-711,D8s v5 VM Hours,westeurope,252.5055,1.180391,298.0552,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2024,2026-04-11,2026-04-11 12:31:23,1,4,1,vm-less-610,D8s v5 VM Hours,westeurope,287.7554,0.155752,44.8185,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2025,2026-04-11,2026-04-11 23:39:22,1,5,7,log-on-826,Data Ingestion GB,westeurope,57.9567,0.362539,21.0116,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2026,2026-04-11,2026-04-11 01:04:46,3,5,4,dbr-wife-481,Jobs Compute DBU,westeurope,1.5173,0.420028,0.6373,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2027,2026-04-11,2026-04-11 09:41:33,1,2,5,sqldb-down-728,General Purpose vCore Hours,westeurope,251.3583,0.817674,205.5291,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2028,2026-04-11,2026-04-11 19:28:30,3,1,4,dbr-second-779,All Purpose Compute DBU,westeurope,437.9831,0.658611,288.4605,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2029,2026-04-11,2026-04-11 04:46:15,3,5,7,log-against-187,Data Ingestion GB,westeurope,200.8401,0.252088,50.6294,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2030,2026-04-11,2026-04-11 09:22:38,1,2,7,log-indicate-719,Data Ingestion GB,westeurope,250.8034,0.699038,175.3211,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2031,2026-04-11,2026-04-11 03:39:58,1,5,6,eventhub-party-244,Ingress Events,westeurope,449.1465,0.047558,21.3605,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2032,2026-04-11,2026-04-11 02:36:31,2,4,4,dbr-stay-216,Jobs Compute DBU,westeurope,22.7825,0.344302,7.8441,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2033,2026-04-11,2026-04-11 00:04:59,1,5,7,log-special-566,Data Ingestion GB,westeurope,109.9747,1.184385,130.2524,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2034,2026-04-11,2026-04-11 07:55:13,1,5,4,dbr-baby-760,All Purpose Compute DBU,westeurope,356.8181,0.841718,300.3402,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2035,2026-04-11,2026-04-11 08:43:18,2,2,1,vm-hear-289,E8s v5 VM Hours,westeurope,284.446,0.597154,169.8581,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2036,2026-04-11,2026-04-11 16:32:11,3,3,4,dbr-tough-492,All Purpose Compute DBU,northeurope,87.6337,0.40482,35.4759,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2037,2026-04-11,2026-04-11 10:55:36,2,2,4,dbr-type-729,Jobs Compute DBU,westeurope,414.689,0.683431,283.4113,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2038,2026-04-11,2026-04-11 04:04:58,1,3,4,dbr-similar-189,Jobs Compute DBU,northeurope,408.2051,0.524147,213.9595,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2039,2026-04-11,2026-04-11 01:04:20,1,1,1,vm-speech-660,E8s v5 VM Hours,westeurope,48.3895,0.724416,35.0541,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2040,2026-04-11,2026-04-11 18:29:54,1,2,2,storage-pretty-777,Write Operations,westeurope,408.3395,0.103313,42.1868,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2041,2026-04-11,2026-04-11 03:19:35,2,4,1,vm-scientist-784,D8s v5 VM Hours,westeurope,498.1566,1.067139,531.6023,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2042,2026-04-11,2026-04-11 17:26:25,1,3,4,dbr-apply-415,Jobs Compute DBU,northeurope,432.5917,0.162666,70.368,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2043,2026-04-11,2026-04-11 09:30:38,2,4,3,adf-dog-880,Data Movement Hours,westeurope,106.3556,0.038524,4.0972,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2044,2026-04-11,2026-04-11 09:40:32,2,1,7,log-hope-630,Data Retention GB,westeurope,27.3351,1.189389,32.5121,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.859090,2026-05-05 15:38:47.859090
2045,2026-04-11,2026-04-11 05:05:06,2,2,3,adf-for-979,Pipeline Activity Runs,westeurope,218.3162,0.031896,6.9634,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2046,2026-04-11,2026-04-11 04:37:10,2,2,1,vm-cost-275,D4s v5 VM Hours,westeurope,39.7969,1.165598,46.3872,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2047,2026-04-11,2026-04-11 13:55:54,2,5,7,log-line-510,Data Ingestion GB,westeurope,430.0753,0.505084,217.2242,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2048,2026-04-11,2026-04-11 02:49:47,3,4,6,eventhub-role-712,Standard Throughput Unit,westeurope,405.5754,0.296841,120.3914,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2049,2026-04-11,2026-04-11 10:02:55,2,1,6,eventhub-eye-217,Standard Throughput Unit,westeurope,254.2743,0.248059,63.075,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2050,2026-04-11,2026-04-11 05:49:20,2,5,4,dbr-occur-111,Jobs Compute DBU,westeurope,325.1796,0.557517,181.2932,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2051,2026-04-11,2026-04-11 05:06:12,2,4,2,storage-cell-540,Read Operations,westeurope,482.7383,0.048192,23.2641,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2052,2026-04-11,2026-04-11 07:38:10,3,1,6,eventhub-they-703,Ingress Events,westeurope,284.2464,0.241103,68.5327,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2053,2026-04-11,2026-04-11 18:17:16,1,1,2,storage-his-104,Write Operations,westeurope,360.9791,0.084628,30.5489,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2054,2026-04-11,2026-04-11 04:51:10,2,1,2,storage-crime-583,Read Operations,westeurope,302.2077,0.043212,13.059,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2055,2026-04-11,2026-04-11 13:09:19,3,3,1,vm-human-830,D4s v5 VM Hours,northeurope,4.5366,0.370846,1.6824,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2056,2026-04-11,2026-04-11 02:52:40,1,1,6,eventhub-listen-268,Standard Throughput Unit,westeurope,425.7825,0.130599,55.6068,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2057,2026-04-11,2026-04-11 09:28:53,3,2,4,dbr-official-452,Jobs Compute DBU,westeurope,484.7187,0.818211,396.6022,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2058,2026-04-11,2026-04-11 06:19:31,3,3,7,log-street-540,Data Retention GB,northeurope,214.7599,0.403345,86.6223,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2059,2026-04-11,2026-04-11 06:12:04,2,5,1,vm-lose-814,E8s v5 VM Hours,westeurope,181.8059,0.163222,29.6747,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2060,2026-04-11,2026-04-11 10:55:18,3,2,2,storage-study-987,Hot LRS Data Stored,westeurope,386.6985,0.123947,47.9301,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2061,2026-04-11,2026-04-11 02:32:04,3,1,3,adf-writer-481,Data Movement Hours,westeurope,443.5128,0.006545,2.9028,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2062,2026-04-11,2026-04-11 20:30:41,2,5,4,dbr-language-428,Jobs Compute DBU,westeurope,134.5887,0.159795,21.5066,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2063,2026-04-11,2026-04-11 17:07:20,1,5,2,storage-pattern-741,Write Operations,westeurope,394.5386,0.138893,54.7986,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2064,2026-04-11,2026-04-11 20:00:29,3,3,3,adf-than-485,Data Movement Hours,northeurope,483.8517,0.025552,12.3634,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2065,2026-04-11,2026-04-11 04:10:43,3,3,1,vm-spring-425,E8s v5 VM Hours,northeurope,95.7825,0.354191,33.9253,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2066,2026-04-11,2026-04-11 00:39:18,2,1,7,log-network-263,Data Ingestion GB,westeurope,155.1519,1.244746,193.1247,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2067,2026-04-11,2026-04-11 14:33:08,2,3,5,sqldb-even-995,General Purpose vCore Hours,northeurope,131.3761,1.229558,161.5345,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2068,2026-04-11,2026-04-11 01:27:47,3,2,7,log-place-239,Data Ingestion GB,westeurope,22.1917,1.297074,28.7843,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2069,2026-04-11,2026-04-11 17:42:39,2,3,6,eventhub-those-527,Standard Throughput Unit,northeurope,144.3375,0.237358,34.2597,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2070,2026-04-11,2026-04-11 10:32:14,1,2,6,eventhub-camera-810,Standard Throughput Unit,westeurope,425.9816,0.066696,28.4113,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2071,2026-04-11,2026-04-11 21:12:17,3,4,1,vm-economy-171,D8s v5 VM Hours,westeurope,209.2106,0.124711,26.0909,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2072,2026-04-11,2026-04-11 05:43:18,2,1,5,sqldb-great-352,Storage GB,westeurope,430.1885,0.576766,248.1181,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2073,2026-04-11,2026-04-11 09:59:42,3,5,6,eventhub-program-371,Standard Throughput Unit,westeurope,136.9482,0.209668,28.7137,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2074,2026-04-11,2026-04-11 05:05:52,2,3,4,dbr-present-475,Jobs Compute DBU,northeurope,282.771,0.460926,130.3365,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2075,2026-04-11,2026-04-11 13:03:23,3,1,3,adf-several-131,Data Movement Hours,westeurope,328.0755,0.030882,10.1316,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2076,2026-04-11,2026-04-11 15:30:12,3,2,7,log-song-311,Data Retention GB,westeurope,85.6918,0.397011,34.0206,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2077,2026-04-11,2026-04-11 11:05:45,3,2,1,vm-type-632,E8s v5 VM Hours,westeurope,308.3755,1.044127,321.9832,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2078,2026-04-11,2026-04-11 11:27:35,2,3,6,eventhub-tell-913,Standard Throughput Unit,northeurope,77.5246,0.130154,10.0901,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2079,2026-04-11,2026-04-11 22:50:55,3,2,4,dbr-important-978,Jobs Compute DBU,westeurope,481.1619,0.601061,289.2077,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2080,2026-04-11,2026-04-11 07:08:03,2,5,2,storage-term-532,Hot LRS Data Stored,westeurope,302.2215,0.021699,6.5579,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2081,2026-04-11,2026-04-11 14:38:25,2,3,5,sqldb-have-429,Storage GB,northeurope,482.5754,1.202278,580.1898,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.860089,2026-05-05 15:38:47.860089
2082,2026-04-11,2026-04-11 04:21:24,2,3,2,storage-sit-520,Write Operations,northeurope,4.8542,0.084679,0.411,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.861089,2026-05-05 15:38:47.861089
2083,2026-04-11,2026-04-11 22:55:45,3,5,7,log-out-181,Data Ingestion GB,westeurope,305.1002,0.510061,155.6197,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.861089,2026-05-05 15:38:47.861089
2084,2026-04-11,2026-04-11 21:39:44,3,3,5,sqldb-fear-721,General Purpose vCore Hours,northeurope,254.4633,0.487506,124.0524,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.861089,2026-05-05 15:38:47.861089
2085,2026-04-11,2026-04-11 01:54:38,1,2,7,log-significant-477,Data Retention GB,westeurope,358.9389,1.757515,630.8405,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.861089,2026-05-05 15:38:47.861089
2086,2026-04-11,2026-04-11 21:57:05,2,5,5,sqldb-herself-443,General Purpose vCore Hours,westeurope,310.15,1.387949,430.4724,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.861089,2026-05-05 15:38:47.861089
